PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI
36.78,Tertiary,2706,Asphalt,2020,84.69,19.32,0.93
58.01,Secondary,7618,Asphalt,2020,78.65,19.39,0.89
83.09,Tertiary,1755,Concrete,2018,49.44,14.74,0.47
86.79,Tertiary,4623,Concrete,2017,38.23,11.93,0.69
35.13,Secondary,19327,Asphalt,2020,66.63,21.39,1.22
38.46,Tertiary,2285,Asphalt,2014,100.43,18.18,0.8
17.67,Secondary,10858,Concrete,2007,76.72,18.52,0.92
84.2,Tertiary,1719,Concrete,2020,31.89,12.47,0.5
75.17,Secondary,20279,Concrete,2022,60.47,14.83,1.19
32.64,Secondary,22592,Asphalt,2017,70.41,20.41,1.31
84.88,Primary,29484,Asphalt,2024,42.84,14.96,0.96
62,Primary,33476,Asphalt,2024,40.94,13.32,0.7
64.83,Tertiary,2647,Concrete,2017,65.71,15.16,1.03
100,Tertiary,4013,Concrete,2020,54.94,15.27,0.45
13.25,Secondary,18561,Concrete,2009,80.55,17.72,1.07
31.67,Secondary,15231,Asphalt,2017,91.52,17.86,0.71
87.88,Primary,26310,Concrete,2020,40.23,13.47,0.45
78.25,Primary,20732,Asphalt,2023,52.54,14.8,0.97
23.92,Primary,52284,Concrete,2011,88.51,18.72,1.08
25.77,Tertiary,5135,Concrete,2008,75.92,18.1,0.3
32.59,Secondary,22925,Asphalt,2018,70.82,19.32,1.05
38.65,Secondary,14414,Asphalt,2021,74.11,19.88,1.36
33.49,Tertiary,3114,Asphalt,2017,93.72,18.82,0.84
71.01,Secondary,3968,Concrete,2020,58.8,12.88,1.09
70.52,Tertiary,1836,Concrete,2017,43.91,13.92,0.45
75.36,Secondary,3610,Asphalt,2025,46.07,12.97,0.49
23.16,Primary,26494,Asphalt,2021,95.72,20.47,1.25
45.42,Secondary,16673,Asphalt,2019,95.54,19.93,1.44
33.62,Tertiary,2847,Concrete,2005,89.25,20.3,0.66
78.2,Tertiary,287,Concrete,2019,38.45,12.57,0.76
69.25,Tertiary,2523,Concrete,2020,61.51,13.29,0.51
27.32,Primary,29744,Asphalt,2018,80.17,18.13,0.71
2.47,Secondary,7314,Asphalt,2020,81.05,19.05,0.99
41.02,Tertiary,2569,Asphalt,2019,83.78,19.55,0.7
22.77,Secondary,19373,Asphalt,2017,72.02,19.49,1.21
13.84,Tertiary,1948,Asphalt,2020,53.43,17.31,0.96
62.79,Primary,30950,Concrete,2018,56.88,14.81,0.89
75.16,Primary,22835,Concrete,2018,62.28,13.29,0.46
74.81,Tertiary,767,Asphalt,2024,61.15,15.24,0.57
21.4,Secondary,11565,Asphalt,2018,70.16,18.93,1.01
17.64,Tertiary,2348,Asphalt,2017,68.81,18.59,0.78
74.32,Primary,18794,Asphalt,2023,28.24,9.92,0.54
90.23,Primary,29680,Concrete,2018,40.81,15.6,0.76
36.35,Secondary,14767,Concrete,2007,64.07,20.17,1.01
66.93,Tertiary,737,Asphalt,2023,67.35,14.99,0.86
2.08,Secondary,12579,Asphalt,2019,83.25,21.72,0.87
88.69,Tertiary,1326,Concrete,2018,51.02,14.27,0.72
50.68,Tertiary,967,Asphalt,2013,89.64,18.79,0.82
41.68,Secondary,18340,Asphalt,2014,82.67,19.11,0.75
29.22,Tertiary,1912,Asphalt,2019,82.86,18.37,0.74
100,Secondary,9973,Asphalt,2023,60.27,15.79,0.87
77.96,Tertiary,1165,Concrete,2020,49.37,12.32,0.71
49.79,Tertiary,4081,Concrete,2009,66.91,19.5,1.06
38.64,Tertiary,2706,Asphalt,2020,80.42,19.6,1.25
10.37,Secondary,12945,Asphalt,1993,77.7,19.57,0.56
100,Secondary,8785,Concrete,2021,45.49,9.95,0.36
19.57,Tertiary,3143,Asphalt,2018,68.79,17.84,1.19
29.99,Secondary,13858,Concrete,2003,84.56,18.24,0.75
78.67,Tertiary,1995,Asphalt,2024,41.36,15.07,0.78
91.06,Secondary,23782,Concrete,2021,30.88,13.84,1.07
13.58,Primary,32570,Asphalt,2018,87.38,20.56,0.88
73.37,Tertiary,3520,Concrete,2019,48.07,17.24,0.73
22.52,Tertiary,3406,Asphalt,2019,85.56,18.17,1.05
19.34,Tertiary,2833,Asphalt,2020,84.82,18.12,1.12
84.05,Secondary,13512,Asphalt,2024,40.04,14.18,0.72
22.82,Primary,40901,Asphalt,2019,74.8,19.38,1.1
72.14,Primary,30529,Concrete,2024,40.96,15.09,0.73
9.49,Primary,17341,Asphalt,2016,94.6,20.21,1.2
86.13,Tertiary,2752,Concrete,2020,61.46,14.17,0.48
60.73,Tertiary,1562,Concrete,2017,54.51,15.43,0.9
84.25,Secondary,15524,Asphalt,2024,49.64,15.2,0.6
35.81,Secondary,8978,Asphalt,2020,74.45,19.68,0.84
65.49,Primary,16306,Asphalt,2024,49.6,13.3,0.69
86.85,Tertiary,540,Asphalt,2024,65.27,13.91,0.89
64.99,Secondary,9278,Asphalt,2024,44.56,13.54,0.62
25.74,Primary,21217,Asphalt,2019,87.86,19.35,0.63
46.48,Primary,57085,Asphalt,2003,81.1,19.26,0.89
46.94,Secondary,15182,Concrete,2008,78.63,19.92,0.78
26.8,Tertiary,3457,Asphalt,2018,69.36,20.67,0.73
32.79,Tertiary,1266,Asphalt,2021,103.93,18.93,0.83
25.51,Secondary,6322,Asphalt,2020,87.84,19.68,0.64
27.86,Tertiary,3191,Asphalt,2005,76.28,21.17,0.91
8.99,Secondary,17020,Asphalt,2018,57.39,19.09,0.57
100,Tertiary,1055,Concrete,2023,54.81,14.58,0.84
63.13,Tertiary,3018,Concrete,2019,53.39,15.04,0.57
84.77,Primary,22990,Asphalt,2024,60.19,16.44,1.03
37.43,Secondary,12480,Asphalt,2020,82.54,20.1,1.22
99.36,Tertiary,824,Asphalt,2024,57.96,15.69,0.81
61.52,Tertiary,963,Concrete,2018,37.49,13.93,0.51
73.39,Tertiary,2732,Asphalt,2019,70.84,20.64,0.97
42.04,Tertiary,861,Asphalt,2019,95.82,19.28,1.31
81.46,Primary,32402,Concrete,2023,47.57,13.77,0.81
79.39,Primary,34002,Concrete,2020,39.98,11.68,0.77
66.22,Tertiary,1330,Concrete,2018,50.1,13.84,0.81
40.63,Secondary,11871,Asphalt,2015,92.07,19.27,1
25.97,Secondary,14769,Asphalt,2019,65.52,17.43,1.01
98.07,Tertiary,2072,Asphalt,2024,57.78,14.62,0.53
0,Tertiary,2310,Asphalt,2014,89.69,19.46,0.95
24.5,Tertiary,2244,Asphalt,2018,73.68,17.03,0.95
63.51,Primary,5437,Concrete,2018,55.03,13.52,1.15
97.21,Tertiary,951,Asphalt,2024,52.23,13.23,0.78
57.71,Tertiary,1891,Asphalt,2024,46.73,13.85,1.06
5.74,Secondary,17932,Concrete,2010,89.24,18.8,1.01
41.69,Tertiary,1976,Asphalt,2010,70.54,19.61,0.88
25.42,Secondary,10204,Asphalt,2019,87.62,17.8,1.03
69.68,Secondary,6314,Concrete,2024,42.74,13.83,1.01
74.67,Primary,11791,Concrete,2024,53.81,13.92,0.64
77.6,Primary,23721,Concrete,2017,54.7,13.44,0.43
92.02,Tertiary,-161,Asphalt,2024,21.97,11.77,0.32
44.37,Secondary,22365,Asphalt,2020,63.83,21.52,1.14
60.17,Secondary,12829,Concrete,2018,51.08,10.27,0.46
73.22,Tertiary,2981,Concrete,2022,70.01,15.13,0.54
78.77,Secondary,13280,Concrete,2021,59.01,14.86,0.87
16.9,Secondary,9146,Asphalt,2014,77.59,18.18,0.68
68.83,Secondary,-116,Concrete,2019,55.62,14.47,0.48
53.19,Tertiary,1204,Concrete,2019,64.24,16.13,0.9
42.36,Primary,5247,Asphalt,2018,71.29,18,1.04
48.01,Primary,22985,Concrete,2021,52.01,14.56,0.34
0.73,Tertiary,932,Asphalt,2018,65.13,19.86,1.08
100,Tertiary,981,Concrete,2018,42.42,13.57,1.11
27.54,Tertiary,2298,Asphalt,2018,68.7,18.72,0.88
64.32,Tertiary,3514,Concrete,2011,73.08,19.78,1.16
42.21,Secondary,14178,Asphalt,2020,69.72,18.35,1.04
58.86,Tertiary,457,Concrete,2020,59.58,12.66,0.58
2.62,Tertiary,3610,Asphalt,2015,66.09,18.92,1.36
36.48,Secondary,8553,Asphalt,2012,69.68,19.17,0.97
96.52,Primary,32772,Concrete,2017,63.61,12.59,0.63
9.06,Primary,62497,Asphalt,2014,77.58,20.56,0.71
96.82,Tertiary,1041,Concrete,2022,46.98,14.43,0.83
53.4,Tertiary,674,Concrete,2021,52.26,13.07,0.76
48.22,Tertiary,1083,Concrete,2018,51.69,14.96,0.63
73.2,Secondary,5291,Concrete,2020,36.16,13.31,0.26
51.4,Tertiary,1883,Concrete,2020,65.55,15.54,0.94
55.32,Tertiary,1096,Concrete,2022,40.89,12.76,0.64
29.96,Tertiary,884,Concrete,2010,92.07,19.47,0.92
44.31,Tertiary,1794,Asphalt,2017,98.14,19.12,1.08
48.36,Primary,36725,Concrete,2008,69.08,20.24,0.65
37.37,Tertiary,2238,Asphalt,2017,68.14,20.11,0.73
0,Tertiary,2811,Asphalt,2018,88.62,18.77,0.84
94,Secondary,7334,Concrete,2021,48.91,14.16,0.75
49.27,Tertiary,2416,Asphalt,2018,83.8,18.45,1.28
82.21,Tertiary,4815,Concrete,2021,48.54,13.19,0.78
86.79,Primary,34125,Concrete,2021,58.68,14.86,0.51
73.54,Tertiary,4330,Asphalt,2024,55.19,14.23,0.81
66.16,Primary,29537,Concrete,2019,28.01,12.95,0.7
33.49,Secondary,17664,Asphalt,2013,78.43,18.12,0.99
61.88,Tertiary,740,Concrete,2014,39.48,12.3,0.81
0,Tertiary,3495,Asphalt,2020,80.47,17.19,0.83
24.27,Secondary,9350,Concrete,2007,58.05,18.53,1.19
5.77,Tertiary,4389,Asphalt,2021,76.64,19.21,1.12
87.75,Tertiary,2541,Asphalt,2024,51.43,14.18,0.44
8.58,Secondary,10181,Asphalt,2018,90.9,19.02,0.74
55.91,Secondary,14283,Concrete,2018,57.11,13.77,0.76
89.56,Primary,29093,Asphalt,2024,37.81,16.58,0.78
80.13,Tertiary,3389,Concrete,2024,50.51,12.7,0.46
100,Tertiary,1525,Asphalt,2024,54.32,11.41,0.7
13.91,Tertiary,4117,Asphalt,2017,81.89,20.6,0.92
97.76,Primary,39474,Asphalt,2024,72.99,16.71,1.14
52.51,Secondary,8258,Concrete,2018,41.16,15.12,0.95
43.56,Tertiary,2462,Asphalt,2018,69.15,19.96,0.98
75.04,Secondary,9723,Concrete,2025,59.16,14.99,0.75
86.03,Primary,18400,Concrete,2019,52.36,14.42,0.76
95.87,Tertiary,1548,Asphalt,2023,43.36,14.13,0.81
29.44,Primary,25206,Asphalt,2016,70.77,18.82,1.17
89.85,Secondary,3543,Concrete,2024,36.57,14.47,1.07
79.06,Tertiary,1871,Concrete,2018,51.44,12.54,0.81
75.31,Primary,36340,Concrete,2019,51.48,17.24,1.15
10.73,Tertiary,6682,Asphalt,2016,83.02,17.75,0.98
59.57,Tertiary,1955,Concrete,2018,55.97,13.63,0.52
24.07,Secondary,10643,Asphalt,2016,70.54,20.15,0.99
9.2,Tertiary,3209,Concrete,2009,73.61,20.55,0.91
66.08,Secondary,11940,Asphalt,2017,69.48,21.27,0.93
21.16,Primary,84228,Asphalt,2018,92.24,21.52,1.35
70.2,Secondary,2137,Concrete,2020,38.55,13.72,0.56
71.89,Tertiary,1817,Asphalt,2023,45.04,12.91,0.98
46.13,Secondary,5836,Asphalt,2020,82.29,20.32,0.8
77.65,Tertiary,1906,Concrete,2017,57.32,13.95,0.21
70.51,Tertiary,2602,Asphalt,2023,32.02,12.85,0.32
78.48,Primary,24163,Asphalt,2024,58.06,14.29,0.86
72.24,Secondary,9945,Concrete,2019,55,15.52,0.82
32.36,Tertiary,2720,Asphalt,2019,75.48,18.9,0.58
36.66,Primary,31935,Asphalt,2018,82.55,20.67,1.02
92.87,Primary,37599,Concrete,2020,49.51,17.3,0.74
17.38,Tertiary,2704,Asphalt,2020,94.17,18.3,0.66
79.69,Tertiary,404,Concrete,2024,62.53,14.6,0.37
36.83,Tertiary,7161,Asphalt,2016,69.91,19.97,0.93
27.78,Tertiary,2888,Asphalt,2011,84.08,19.47,1.25
32.8,Tertiary,2084,Asphalt,2018,79.35,20.37,1.24
22.13,Primary,95464,Asphalt,2019,92.6,20.47,1.1
6.44,Secondary,19381,Asphalt,2020,77.45,18.34,0.85
88.73,Tertiary,1902,Concrete,2022,36.44,9.46,0.58
27.81,Secondary,15793,Asphalt,2020,69.45,19.22,0.98
85.96,Secondary,11817,Concrete,2020,58.72,15.24,0.95
44.88,Tertiary,2752,Asphalt,2020,85.67,20.29,0.66
24.77,Secondary,13322,Asphalt,2011,84.57,20.13,0.72
91.76,Tertiary,21,Concrete,2019,48.28,13.32,0.53
59.82,Tertiary,2498,Asphalt,2023,53.12,14.98,0.69
11.47,Tertiary,3384,Concrete,2004,80.06,18.69,0.57
0,Secondary,1498,Asphalt,2019,81.77,18.45,0.83
55.42,Tertiary,1444,Asphalt,2016,82.16,19.69,0.91
25.66,Secondary,17989,Concrete,2010,84.61,18.43,1.04
3.52,Tertiary,3439,Asphalt,2020,100.77,20.19,1.03
35.96,Tertiary,4794,Asphalt,2020,71.73,20.45,0.68
44.14,Tertiary,678,Asphalt,2015,55.65,19.46,1.11
87.12,Secondary,6145,Concrete,2021,36.46,11.17,0.63
87.61,Primary,39290,Concrete,2021,59.26,15.35,0.75
80.75,Primary,19796,Asphalt,2024,65.96,17.95,1.18
73.71,Secondary,18906,Concrete,2019,45.56,14.09,0.61
80.05,Primary,23225,Concrete,2018,60.84,13.81,0.39
65.75,Primary,31723,Asphalt,2025,47.17,16.03,0.83
71.72,Primary,13135,Concrete,2018,47.99,16.6,0.78
71.28,Tertiary,2418,Concrete,2019,37.26,14.71,1.06
40.76,Secondary,32541,Asphalt,2013,88.51,19.12,1.25
76.91,Primary,57260,Concrete,2019,40.32,14.81,0.85
73.26,Tertiary,1749,Concrete,2020,38.09,11.67,0.56
5.32,Primary,61852,Asphalt,2009,78.35,20.8,0.63
94.56,Primary,18158,Asphalt,2024,35.49,12.17,0.5
50.86,Tertiary,1574,Asphalt,2020,67.16,17.6,0.93
91.75,Tertiary,4545,Concrete,2020,47,14.44,0.48
92.89,Tertiary,1720,Concrete,2021,63.54,14.25,0.4
77.3,Primary,17109,Concrete,2020,67.61,16.52,0.6
35.89,Secondary,18206,Concrete,2004,83.11,19.51,1.08
49.41,Tertiary,2047,Asphalt,2019,72.47,19.69,1.06
31.15,Tertiary,1340,Concrete,2006,96.6,20.55,0.97
34.25,Tertiary,1231,Asphalt,2020,83.96,18.25,1.14
32.41,Tertiary,2917,Concrete,2006,78.17,18.35,0.99
84.69,Primary,30956,Concrete,2022,49.17,16.01,0.61
11.56,Secondary,3605,Asphalt,2019,83.04,17.79,0.81
82.89,Tertiary,2980,Concrete,2019,60.96,15.05,0.7
73.24,Primary,32506,Concrete,2020,69.53,16.05,1.02
26.05,Tertiary,3359,Asphalt,2020,79.86,19.5,0.85
2.3,Tertiary,5883,Asphalt,2020,85.73,18.45,0.97
1.75,Secondary,20368,Concrete,2007,60.47,19.11,1.16
45.38,Secondary,11927,Asphalt,2019,79.25,19.03,0.89
86.94,Secondary,2396,Concrete,2016,42.32,11.94,0.8
65.6,Secondary,5181,Concrete,2023,50.75,14.54,0.51
39.8,Primary,33625,Asphalt,2020,70.77,18.59,0.62
93.5,Secondary,8757,Concrete,2023,42.39,13.62,0.57
88.68,Tertiary,1792,Asphalt,2024,49.03,15.13,0.46
86.69,Secondary,9484,Concrete,2022,52.33,13.9,0.5
96.65,Primary,32016,Concrete,2020,50.05,12.39,0.44
100,Tertiary,2826,Concrete,2021,44.75,15.15,0.86
84.5,Secondary,6734,Concrete,2019,43.86,15.63,0.45
17.32,Tertiary,2254,Asphalt,2016,85.74,17.12,0.75
93.69,Primary,21244,Concrete,2019,46.72,14.04,0.81
58.58,Secondary,6234,Concrete,2018,59.38,16.02,1.09
100,Tertiary,818,Concrete,2023,50.38,12.31,1.05
63.84,Secondary,8173,Concrete,2017,40.82,10.89,0.45
19.32,Tertiary,1115,Asphalt,2018,72.93,19.17,1.01
77.57,Secondary,8639,Concrete,2022,51.87,13.32,0.41
89.31,Primary,22010,Concrete,2022,33.97,10.9,0.82
80.66,Tertiary,613,Concrete,2022,55.04,14.07,0.46
22.64,Primary,61854,Asphalt,2019,76.85,18.5,0.83
28.49,Tertiary,5081,Concrete,2008,93.36,19.09,1.06
0,Tertiary,1602,Asphalt,2017,74.65,19.69,1
68.12,Tertiary,2044,Concrete,2019,42.62,12.62,0.83
92.32,Secondary,13107,Concrete,2020,56.83,14.3,0.89
88.87,Secondary,10368,Concrete,2021,52.41,14.15,0.85
20.3,Primary,25769,Asphalt,2020,95.11,20.82,0.89
56.78,Tertiary,2049,Asphalt,2019,65.72,19.42,1.06
24.06,Tertiary,1962,Concrete,2008,86.67,20.26,0.78
100,Secondary,9583,Concrete,2021,47.57,12.49,0.67
24.4,Secondary,25868,Asphalt,2020,86.2,20.41,0.71
40.96,Primary,31538,Asphalt,2020,85.31,20.01,0.85
69.79,Primary,3384,Concrete,2020,47.6,10.4,0.28
9.53,Secondary,10144,Asphalt,2020,61.62,17.61,1.09
64.19,Secondary,4783,Concrete,2023,68.43,14.15,0.62
51.46,Tertiary,4046,Asphalt,2017,74.57,18.48,1.03
67.18,Tertiary,1582,Concrete,2022,36.38,14.24,0.89
15.9,Secondary,17163,Concrete,2009,64.23,20.48,1.09
67.51,Secondary,5346,Concrete,2018,55.41,14.14,0.74
62.66,Secondary,16406,Concrete,2008,86.73,18.75,1.32
92.89,Secondary,1995,Concrete,2017,35.97,12.78,0.96
37.25,Secondary,13262,Asphalt,2018,74.89,19.06,1.19
56.46,Primary,20321,Concrete,2018,57.56,14.14,0.92
65.63,Tertiary,1833,Concrete,2020,57.51,14.59,0.74
54.84,Secondary,5082,Asphalt,2020,67.38,18.99,1.13
42.92,Secondary,23148,Asphalt,2018,72.47,19.05,1.07
49.04,Tertiary,1331,Asphalt,2019,79.94,18.61,0.72
83.86,Primary,22224,Concrete,2019,54.94,15.17,0.83
71.61,Tertiary,961,Concrete,2020,35.59,14.23,0.83
100,Tertiary,1152,Concrete,2019,53.69,13.38,0.76
59.1,Primary,34445,Concrete,2020,64.52,15.27,0.79
33.48,Tertiary,679,Concrete,2004,87.24,18.61,0.57
42.41,Tertiary,4265,Asphalt,2012,79.7,21.89,1.08
34.03,Primary,30609,Concrete,2010,84.13,19.37,0.72
88.94,Primary,10540,Concrete,2021,63.32,13.64,1.02
99.58,Primary,34582,Concrete,2018,48.97,13.78,0.74
72.85,Secondary,-2598,Concrete,2021,52.79,11.58,1.1
32.47,Secondary,7207,Asphalt,2019,92.27,18.13,0.88
76.62,Tertiary,156,Concrete,2022,55.17,15.09,1.15
69.17,Secondary,9002,Concrete,2019,48.65,11.97,0.65
87.88,Secondary,12360,Asphalt,2023,40.82,14.46,0.39
66.32,Tertiary,2444,Concrete,2019,51.62,15.68,0.73
31.72,Secondary,12394,Asphalt,2012,85.82,19.13,0.96
0,Secondary,24665,Concrete,2007,85.89,19.1,0.88
88.82,Secondary,5859,Concrete,2018,44.42,11.01,0.89
91.39,Tertiary,3218,Concrete,2022,66.05,13.52,0.88
25.16,Secondary,15194,Asphalt,2020,96.43,18.52,1.03
26.07,Tertiary,2315,Asphalt,2014,70.88,19.21,0.99
66.46,Tertiary,1660,Asphalt,2024,43.08,16.35,0.72
87.13,Secondary,10146,Concrete,2018,51.98,11.59,0.58
36.6,Tertiary,3090,Asphalt,2014,73.78,18.99,0.74
0,Secondary,21002,Asphalt,2020,71.21,18.45,1.15
88.86,Primary,2910,Concrete,2022,61.95,15.81,0.73
83.29,Tertiary,658,Concrete,2019,60.85,13.6,0.51
15,Secondary,14297,Asphalt,2019,81.76,19.89,1.37
37.91,Tertiary,3322,Asphalt,2017,77.37,18.54,1.03
23.07,Primary,36425,Asphalt,2020,67.69,19.14,0.8
16.35,Secondary,20096,Concrete,2005,99.82,19.1,1.04
100,Primary,10115,Asphalt,2024,68.55,13.58,1.11
100,Secondary,10429,Concrete,2019,42.59,13.49,0.64
23.04,Secondary,3516,Asphalt,2016,64.49,18.46,1.14
31.81,Tertiary,1805,Concrete,2011,68.51,18.78,0.93
13.23,Secondary,9729,Asphalt,2020,80.5,20.84,1.27
59.02,Secondary,19141,Asphalt,2006,79.06,19.34,0.99
39.8,Secondary,8235,Asphalt,2014,96.79,17.08,0.83
19.79,Secondary,3288,Asphalt,2019,72.44,18.62,0.75
33.69,Tertiary,2956,Asphalt,2015,67.53,18.01,1.38
90.43,Tertiary,5712,Concrete,2021,48.37,13.77,0.97
29.02,Secondary,10061,Asphalt,2021,82.98,18.57,1.23
83.56,Tertiary,2284,Asphalt,2024,51.27,13.16,0.31
25.74,Primary,39547,Asphalt,2015,95.8,19.71,1.36
31.89,Tertiary,3440,Asphalt,1997,94.92,18.76,1.06
94.53,Secondary,11379,Concrete,2018,44.41,13.74,0.9
100,Secondary,7556,Asphalt,2025,58.85,15.02,1.09
25.56,Secondary,17672,Asphalt,2018,79.93,19.38,0.89
75.27,Secondary,4812,Concrete,2020,48.92,11.77,0.62
100,Secondary,2102,Asphalt,2025,74.8,13.62,0.68
80.43,Secondary,13970,Concrete,2017,51.71,16.41,0.64
71.51,Primary,9960,Asphalt,2024,37.53,14.27,0.72
44.98,Primary,18730,Asphalt,2015,90.03,20.29,0.89
83.88,Secondary,10243,Concrete,2019,49.11,13.13,0.94
12.24,Primary,71263,Asphalt,2020,69.98,19.68,1.22
56.77,Tertiary,3730,Concrete,2016,44.58,14.6,0.87
31.99,Tertiary,6341,Asphalt,2020,84.96,19.25,0.85
64.46,Tertiary,2445,Concrete,2019,51.43,13.95,0.5
24.24,Tertiary,1799,Asphalt,2019,79.19,20.4,0.98
71.61,Secondary,16125,Asphalt,2025,42.55,13.53,0.99
96.89,Secondary,21625,Concrete,2018,38.42,14.7,0.89
58.16,Secondary,10022,Concrete,2019,43.92,13.88,0.72
88.66,Tertiary,1348,Concrete,2018,52.03,12.12,0.65
73.29,Secondary,8342,Concrete,2020,37.06,12.29,0.81
87.16,Primary,54913,Concrete,2022,37.27,15,0.93
76.4,Secondary,9692,Concrete,2024,58.16,14.2,0.89
72.39,Secondary,21629,Concrete,2019,58.63,15.89,0.55
87.3,Tertiary,2242,Asphalt,2024,40.16,13.11,0.99
63.22,Tertiary,813,Concrete,2019,57.28,13.48,0.75
94.11,Tertiary,4096,Concrete,2020,54.55,15.11,0.7
62.93,Tertiary,1284,Concrete,2021,53.15,11.87,0.69
80.7,Tertiary,454,Concrete,2021,47.5,13.83,0.62
100,Tertiary,2274,Concrete,2021,51.6,13.86,0.71
24.24,Tertiary,3916,Asphalt,2019,75.38,18.23,1
95.18,Primary,32161,Concrete,2018,51,15.15,1.12
33.84,Secondary,16459,Concrete,2010,76.43,19.88,0.94
100,Tertiary,1480,Asphalt,2023,40.17,13.37,0.07
46.59,Tertiary,3618,Concrete,2011,78.52,20.56,0.99
20.16,Secondary,10705,Concrete,2003,88.85,17.7,0.93
76.62,Primary,20249,Concrete,2023,46.29,13.4,0.9
39.38,Tertiary,833,Asphalt,2018,72.77,19.28,0.9
78.62,Tertiary,2464,Concrete,2024,47.02,14.42,0.84
88.67,Secondary,14809,Concrete,2019,51.16,12.97,0.67
92.83,Secondary,10862,Concrete,2020,52.94,14.94,0.57
1.51,Tertiary,2491,Asphalt,2020,64.4,17.67,1.13
31.26,Secondary,10080,Asphalt,2019,82.15,20.21,1.14
46.01,Primary,37918,Asphalt,2019,50.36,19.62,1.08
22.94,Tertiary,1829,Asphalt,2020,69.58,18.88,0.88
100,Primary,13022,Concrete,2022,49.51,13.31,1.02
41.55,Tertiary,2422,Concrete,2012,101.7,18.66,0.92
35.2,Secondary,15244,Asphalt,2009,74.9,18.7,1
47.18,Secondary,21048,Asphalt,2020,86,18.96,0.92
39.64,Tertiary,5353,Asphalt,2020,94.71,18.32,0.87
75.76,Tertiary,3011,Concrete,2016,43.85,13.67,0.75
27.46,Secondary,13604,Asphalt,2019,85.23,19.65,1.13
96.57,Primary,25574,Concrete,2016,42.58,12.42,0.66
21.59,Tertiary,1819,Concrete,2009,83.5,18.35,0.81
63.66,Tertiary,2508,Asphalt,2007,77.1,18.85,1.06
29.44,Tertiary,2186,Asphalt,2011,78.95,19.58,1.17
28.16,Primary,69969,Concrete,2005,82.76,17.84,1.13
47.41,Secondary,2729,Concrete,2021,72.82,15.47,0.43
64.92,Tertiary,670,Concrete,2022,45.48,12.24,0.89
81.01,Secondary,9386,Asphalt,2024,36.57,10.71,0.99
19.82,Tertiary,3561,Asphalt,2020,85.54,20.7,0.86
24.12,Tertiary,1485,Asphalt,2017,89.7,20.1,1.01
61.57,Tertiary,1498,Concrete,2023,25.58,14.45,0.82
37.04,Secondary,15172,Asphalt,2020,78.05,19.17,0.75
8.14,Tertiary,3151,Asphalt,2020,76.27,19.74,0.75
67.92,Secondary,6086,Concrete,2021,53.62,13.79,0.15
100,Secondary,14326,Concrete,2020,46.05,14.27,0.33
100,Tertiary,1477,Concrete,2020,38.26,14.4,0.54
57.22,Secondary,5113,Concrete,2021,50.98,14.88,1.14
23.53,Tertiary,3797,Asphalt,2018,90.36,21.3,1.13
90.52,Secondary,5476,Concrete,2017,58.95,14.55,0.75
83.22,Tertiary,2969,Concrete,2022,53.74,12.67,0.35
14.06,Tertiary,3121,Asphalt,2019,80.38,19.32,0.64
24.15,Tertiary,905,Asphalt,2019,62.96,18.17,0.77
83.9,Tertiary,1599,Concrete,2018,47.32,14.76,0.82
66.66,Tertiary,1247,Asphalt,2025,33.23,12.59,0.55
63.49,Primary,7368,Asphalt,2024,46.72,13.86,0.75
100,Primary,16159,Concrete,2022,42,12.32,0.61
83.51,Primary,36748,Concrete,2020,30.6,12.73,0.64
100,Secondary,4292,Concrete,2021,39.63,14.55,0.33
8.68,Tertiary,2913,Asphalt,2020,86.24,19.49,1.1
86.72,Primary,28471,Concrete,2018,38.85,14.39,0.38
19.6,Tertiary,3658,Asphalt,2016,74.59,19.67,1.09
100,Tertiary,2050,Concrete,2022,51.5,11.97,0.64
76.6,Tertiary,1373,Concrete,2021,56.38,12.82,0.64
43.83,Primary,94294,Asphalt,2018,79.3,18.96,1.07
26.13,Tertiary,423,Asphalt,2012,84.03,18.82,0.87
13.31,Tertiary,2460,Asphalt,2018,80.9,18.91,1.11
25.3,Secondary,14674,Concrete,2009,77.71,18.25,0.87
37.08,Secondary,8431,Asphalt,2020,75.54,17.06,0.79
84.34,Primary,34790,Concrete,2021,49.13,12.28,0.71
36.48,Secondary,9921,Asphalt,2020,90.66,17.47,0.91
65.55,Tertiary,2024,Asphalt,2024,41.98,14.14,0.76
96.41,Secondary,10111,Concrete,2018,55.42,12.04,1.09
0,Secondary,22718,Asphalt,2020,75.36,19.57,1.1
29.6,Primary,71429,Asphalt,2019,87.71,19.15,1.09
31.92,Tertiary,5209,Asphalt,2012,74.14,18.56,0.95
38.29,Tertiary,941,Concrete,2007,86.42,18.37,1.12
28.4,Tertiary,8797,Asphalt,2012,61.61,20.28,1
84.57,Tertiary,2405,Concrete,2019,50.21,13.26,0.88
53.53,Secondary,9634,Asphalt,2024,38.06,14.8,0.61
0,Tertiary,3774,Asphalt,2017,91.31,18.75,1.33
65.95,Tertiary,3081,Asphalt,2024,56.1,14.27,0.48
62.26,Secondary,221,Concrete,2021,49.73,12.5,0.95
10.31,Tertiary,1509,Asphalt,2011,74.42,18.57,1.39
95.63,Secondary,9547,Concrete,2021,39.64,12.49,0.81
22.41,Tertiary,1544,Asphalt,2020,86.79,19.91,1.36
